epoch,accuracy,loss,val_accuracy,val_loss
0,0.3090277910232544,1.9322293996810913,0.484375,1.6388211250305176
1,0.5364583134651184,1.4235472679138184,0.546875,1.3848057985305786
2,0.6206597089767456,1.176335096359253,0.6171875,1.1762231588363647
3,0.7057291865348816,0.9700704216957092,0.671875,0.9895071387290955
4,0.7664930820465088,0.802305281162262,0.6875,1.0027726888656616
5,0.7960069179534912,0.7137379050254822,0.75,0.839634120464325
6,0.8463541865348816,0.5885291695594788,0.8203125,0.7046437859535217
7,0.8645833134651184,0.5123553276062012,0.7890625,0.6692216992378235
8,0.8793402910232544,0.4646712839603424,0.8515625,0.6144546270370483
9,0.8871527910232544,0.4215269982814789,0.828125,0.5692898631095886
10,0.9053819179534912,0.3713090717792511,0.8515625,0.5882742404937744
11,0.9366319179534912,0.30564042925834656,0.859375,0.5317925214767456
12,0.9357638955116272,0.27601468563079834,0.859375,0.5020090341567993
13,0.9427083134651184,0.2639124095439911,0.859375,0.4937015473842621
14,0.9513888955116272,0.21665874123573303,0.8671875,0.47570398449897766
15,0.9670138955116272,0.2060466855764389,0.875,0.4553837180137634
16,0.9626736044883728,0.19989490509033203,0.8671875,0.4737890362739563
17,0.9756944179534912,0.17073315382003784,0.875,0.45591410994529724
18,0.9809027910232544,0.15249758958816528,0.875,0.4732089042663574
19,0.9774305820465088,0.1568261831998825,0.859375,0.44374150037765503
20,0.9756944179534912,0.14371855556964874,0.890625,0.37727096676826477
21,0.9835069179534912,0.1312956064939499,0.875,0.45998436212539673
22,0.9756944179534912,0.15219736099243164,0.8828125,0.49342861771583557
23,0.9852430820465088,0.12261196225881577,0.8828125,0.413867712020874
24,0.9913194179534912,0.09910699725151062,0.8828125,0.4733770489692688
25,0.9930555820465088,0.09677425026893616,0.90625,0.4022514522075653
26,0.9956597089767456,0.08602681756019592,0.90625,0.40046149492263794
27,0.9947916865348816,0.07959926128387451,0.8984375,0.3708309233188629
28,0.9939236044883728,0.08269794285297394,0.8984375,0.4093485176563263
29,0.9973958134651184,0.07688559591770172,0.8828125,0.41379550099372864
